Crop,Growth_Stage,Soil_Type,N,P,K,pH,Recommended_Fertilizer
Cucumber,Flowering,Sandy Loam,47.9,38.2,53.2,7.05,Bone Meal
Cucumber,Vegetative,Sandy Loam,74.3,21.7,46.1,6.6,Vermicompost
Cucumber,Vegetative,Sandy Loam,76,29,30.4,6.92,Seaweed Extract
Cucumber,Flowering,Reddish Soil,54,31.2,50,6.34,Vermicompost
Cucumber,Seedling,Reddish Soil,17.7,16.6,17.1,6,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Seedling,Black Soil,22.3,16.3,24.4,7.13,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,15.9,8.4,14.2,6.93,Vermicompost + Urea (46% N) (small dose)
Cucumber,Flowering,Reddish Soil,48.4,39.4,52.3,6.68,Bone Meal
Cucumber,Seedling,Black Soil,21.3,13.7,16.8,7.44,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,57.6,31.4,44.9,6.51,Bone Meal
Cucumber,Seedling,Black Soil,15.8,13.7,23.2,6.98,Vermicompost + Urea (46% N) (small dose)
Cucumber,Vegetative,Black Soil,65.4,22.1,33.7,6.56,Vermicompost
Cucumber,Flowering,Black Soil,51,40,55.9,6.7,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,61.4,27.6,43.5,6.84,Seaweed Extract + Bone Meal
Cucumber,Seedling,Sandy Loam,16.4,8.5,13.5,6.39,Vermicompost + Urea (46% N) (small dose)
Cucumber,Seedling,Black Soil,29.8,9.8,22,6.84,Cow Manure Compost
Cucumber,Vegetative,Black Soil,73.2,23.7,46.6,6.77,Vermicompost
Cucumber,Flowering,Sandy Loam,52.2,32.9,44,6.27,Seaweed Extract
Cucumber,Flowering,Reddish Soil,64.6,33.2,55.3,6.1,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,43.6,27.5,74,6.42,Vermicompost
Cucumber,Flowering,Sandy Loam,58.8,44.9,47.9,6.82,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,16.2,13.6,16.3,6.65,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Flowering,Sandy Loam,57,29.8,49.8,6.27,Bone Meal
Cucumber,Fruiting,Sandy Loam,45.4,27,62.8,6.63,Wood Ash (Organic Potash)
Cucumber,Fruiting,Sandy Loam,46.9,38.6,64.4,6.83,Cow Manure Compost
Cucumber,Flowering,Sandy Loam,51.6,41.4,43.7,6.66,Seaweed Extract
Cucumber,Seedling,Reddish Soil,24,13.8,15,6.05,Vermicompost
Cucumber,Vegetative,Sandy Loam,78,21.7,46.7,6.89,Seaweed Extract
Cucumber,Flowering,Black Soil,64.2,38.1,56.8,7.03,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,41.4,34.9,81.4,6.06,Cow Manure Compost
Cucumber,Flowering,Reddish Soil,52,31.3,53.7,6.22,Bone Meal
Cucumber,Flowering,Reddish Soil,55.6,43.6,48.6,6.87,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,28.5,17.2,22.1,6.23,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,50.7,22.8,77.7,6.81,Cow Manure Compost
Cucumber,Flowering,Black Soil,54.6,36.9,49.4,7.2,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,20.9,16.5,17.5,7.05,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,18.6,17.9,14.6,7.08,Cow Manure Compost
Cucumber,Seedling,Sandy Loam,18.4,8,16.5,7.17,Vermicompost
Cucumber,Seedling,Sandy Loam,25.6,10,20.7,6.38,Vermicompost
Cucumber,Flowering,Sandy Loam,48,30.6,41.9,6.41,Bone Meal
Cucumber,Seedling,Black Soil,19.3,10.5,16.3,6.77,Jeevamrut
Cucumber,Seedling,Black Soil,23.4,15.9,21.6,7.13,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,62.8,34.7,45.7,7.1,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,50,38.9,55.4,6.74,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,50.8,40.3,55.3,6.29,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,50.3,33.9,61.7,6.78,Cow Manure Compost
Cucumber,Seedling,Black Soil,22.1,16.2,13.6,7.36,Cow Manure Compost
Cucumber,Seedling,Black Soil,15.5,17.3,16.5,6.61,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Vegetative,Sandy Loam,58,23.9,43,7.08,Vermicompost
Cucumber,Seedling,Reddish Soil,26.8,14.8,18.1,6.9,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,67.4,34.3,30.4,6.94,Neem Cake
Cucumber,Fruiting,Reddish Soil,51.4,26.1,66.5,6.33,Wood Ash (Organic Potash)
Cucumber,Seedling,Reddish Soil,16,12,21.9,6.92,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Flowering,Black Soil,50.7,35,49.1,6.84,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,55.1,37.6,88.9,6.52,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,57.2,36,45.5,6.24,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,54.7,20.2,76.2,6.79,Wood Ash (Organic Potash)
Cucumber,Vegetative,Black Soil,57.7,18.6,41.7,6.73,Vermicompost
Cucumber,Seedling,Reddish Soil,16.6,10.5,23.6,6.72,Vermicompost + Urea (46% N) (small dose)
Cucumber,Seedling,Reddish Soil,24.9,8.4,22.9,6.25,Cow Manure Compost
Cucumber,Seedling,Black Soil,20.5,11.9,21,7.44,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,47,36.7,62,7.44,Vermicompost
Cucumber,Fruiting,Reddish Soil,46.4,22.1,62.2,6.09,Wood Ash (Organic Potash)
Cucumber,Vegetative,Black Soil,53.2,32,38.7,6.57,Neem Cake
Cucumber,Vegetative,Sandy Loam,68.8,21,31.3,6.53,Neem Cake
Cucumber,Seedling,Reddish Soil,20.2,17.2,24.1,6.24,Vermicompost
Cucumber,Fruiting,Reddish Soil,55.8,39.1,72.4,6.95,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,28,14,19.5,7.01,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,24.7,17.2,20.8,6.81,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,66,24.1,45.8,6.76,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,26.2,9.4,12.9,7.48,Cow Manure Compost
Cucumber,Vegetative,Sandy Loam,66.7,34.3,47.6,6.6,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,59,35.8,79.8,7.06,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,26.9,10.9,14.5,7.17,Vermicompost
Cucumber,Flowering,Black Soil,50.9,26,49.7,6.86,Bone Meal
Cucumber,Vegetative,Sandy Loam,64,33.8,35.1,6.47,Vermicompost
Cucumber,Seedling,Black Soil,15.7,11.9,14.1,7.2,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Fruiting,Sandy Loam,44.1,37.9,87.9,7.18,Cow Manure Compost
Cucumber,Fruiting,Black Soil,57.1,29.4,86.1,6.79,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,47.1,41.8,43.1,6.58,Bone Meal
Cucumber,Fruiting,Black Soil,52,38.7,65,7.22,Wood Ash (Organic Potash)
Cucumber,Seedling,Sandy Loam,30,13.8,12.5,6.79,Cow Manure Compost
Cucumber,Fruiting,Black Soil,56.8,24.6,60.2,7.15,Cow Manure Compost
Cucumber,Flowering,Reddish Soil,45.8,44.8,53.3,6.68,Seaweed Extract
Cucumber,Fruiting,Black Soil,57,29.6,86.1,6.86,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,67.4,26.2,44.6,6.64,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,54,26.4,32.1,6.35,Vermicompost
Cucumber,Seedling,Black Soil,20.3,14,16.1,7.41,Cow Manure Compost
Cucumber,Flowering,Sandy Loam,50.2,34.8,53.1,6.32,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,41.1,26.3,64.5,6.58,Cow Manure Compost
Cucumber,Vegetative,Black Soil,70.4,30.3,49.3,6.76,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,64.7,21.7,33.4,6,Vermicompost
Cucumber,Seedling,Sandy Loam,26.3,16,19.2,6.69,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,68.7,25.8,30.8,6.51,Vermicompost
Cucumber,Vegetative,Black Soil,50.9,28.7,49.5,6.83,Seaweed Extract + Urea (46% N) (small dose)
Cucumber,Fruiting,Sandy Loam,49.6,36.5,84.5,7.12,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,18.7,15.3,17.5,6.98,Jeevamrut
Cucumber,Fruiting,Sandy Loam,56.4,25.5,70.5,6.42,Vermicompost
Cucumber,Vegetative,Reddish Soil,51,24.6,48.1,6.24,Vermicompost + Urea (46% N) (small dose)
Cucumber,Vegetative,Sandy Loam,59.5,28.6,33.3,7.05,Neem Cake
Cucumber,Seedling,Black Soil,16.5,14.1,17.9,7.44,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Flowering,Sandy Loam,63.9,39.2,54.8,6.7,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,64.7,26.9,45.7,7.07,Seaweed Extract + Bone Meal
Cucumber,Seedling,Reddish Soil,21.6,15.1,19.6,6.32,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,22.1,14.8,23.4,7.25,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,57.2,28.1,56.6,6.36,Vermicompost
Cucumber,Vegetative,Black Soil,68,28.3,37.3,7.4,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,60.3,28.4,52.6,6.29,Seaweed Extract
Cucumber,Seedling,Sandy Loam,27,14.2,18.1,6.42,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,27.9,16.2,13.6,6.85,Jeevamrut
Cucumber,Vegetative,Black Soil,77.8,23.7,40.1,6.51,Seaweed Extract
Cucumber,Vegetative,Reddish Soil,62.9,18.2,48.5,6.6,Vermicompost
Cucumber,Vegetative,Black Soil,68.7,23.4,40.8,6.59,Neem Cake
Cucumber,Vegetative,Black Soil,79.2,28.5,49.6,6.84,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,47.4,27.1,41.5,6.79,Bone Meal
Cucumber,Vegetative,Black Soil,77.2,25.4,39.8,7.43,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,51.3,36.2,50.7,6.82,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,49.1,27.2,68.8,6.17,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,26.8,16.9,19.2,7.17,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,52,39.5,79.3,6.53,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,23.2,8,12.5,6.4,Jeevamrut
Cucumber,Fruiting,Reddish Soil,46.7,22.7,62.2,6.99,Vermicompost
Cucumber,Seedling,Black Soil,22.6,8.2,16.1,7.32,Vermicompost
Cucumber,Fruiting,Reddish Soil,54.4,36.2,72.4,6.75,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,49.4,39.7,72.8,6.6,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,63.9,44.1,59.8,7.01,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,53.6,36.6,73.8,6.59,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,74.7,21.9,32,6.98,Vermicompost
Cucumber,Vegetative,Sandy Loam,66.7,22.1,31,7.14,Vermicompost
Cucumber,Vegetative,Reddish Soil,66.6,22.7,31.3,6.05,Seaweed Extract
Cucumber,Vegetative,Black Soil,76.8,21.3,32.6,7.48,Seaweed Extract
Cucumber,Vegetative,Sandy Loam,56.8,29.2,33.3,6.26,Seaweed Extract
Cucumber,Seedling,Black Soil,25.3,17.4,21.4,6.69,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,77.7,20.4,34.5,7.06,Seaweed Extract
Cucumber,Flowering,Reddish Soil,55.2,33.7,51.9,6.23,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,60.1,35.9,57.5,6.54,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,61.3,30.7,48.3,6.95,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,48.5,26,44.9,6.34,Vermicompost + Bone Meal
Cucumber,Fruiting,Sandy Loam,43.4,27.2,65.8,6.4,Cow Manure Compost
Cucumber,Flowering,Black Soil,62.5,37.3,43.8,6.79,Bone Meal
Cucumber,Seedling,Sandy Loam,24.2,10.9,17.5,6.91,Vermicompost
Cucumber,Seedling,Black Soil,20.8,10.5,14.2,6.85,Vermicompost
Cucumber,Vegetative,Black Soil,55.1,20.3,42.6,6.8,Neem Cake
Cucumber,Fruiting,Reddish Soil,53.7,28.5,77.7,6.73,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,48.7,29,49.4,6.69,Vermicompost
Cucumber,Flowering,Sandy Loam,45.4,28,47.6,6.88,Vermicompost
Cucumber,Flowering,Black Soil,60.1,37.2,47.3,6.71,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,52.2,32,39.9,7.35,Seaweed Extract
Cucumber,Flowering,Reddish Soil,61.2,28.2,45.6,6.33,Vermicompost
Cucumber,Vegetative,Sandy Loam,62.3,22.1,32.6,7.06,Seaweed Extract
Cucumber,Flowering,Reddish Soil,54.5,38,40.6,6.01,Seaweed Extract
Cucumber,Flowering,Reddish Soil,59.5,26.9,47.9,6.98,Bone Meal
Cucumber,Seedling,Reddish Soil,19.6,16.8,20.8,6.34,Vermicompost
Cucumber,Flowering,Sandy Loam,54.4,42.5,48.9,6.48,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,64,40.9,51.6,6.65,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,19.4,13.5,14.9,6.44,Jeevamrut
Cucumber,Flowering,Black Soil,61,29.9,54.5,6.57,Vermicompost
Cucumber,Flowering,Black Soil,58.2,27.3,51.1,6.79,Seaweed Extract + Bone Meal
Cucumber,Flowering,Sandy Loam,54.7,34.3,53.1,6.3,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,76.2,24.1,30.9,7.35,Seaweed Extract
Cucumber,Fruiting,Sandy Loam,59.7,20.9,64.5,6.62,Cow Manure Compost
Cucumber,Seedling,Black Soil,28.5,17.5,17.2,6.72,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,68.7,31.3,45.7,7.02,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,57.7,24.5,37.1,6.57,Neem Cake
Cucumber,Flowering,Reddish Soil,62.3,31.5,49.3,6.42,Seaweed Extract
Cucumber,Flowering,Sandy Loam,60.8,34.8,41.7,6.79,Seaweed Extract
Cucumber,Flowering,Sandy Loam,48.5,29.9,59.5,6.6,Vermicompost
Cucumber,Flowering,Black Soil,63.6,36.8,52.6,7.35,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,63.8,40.2,59.5,6.54,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,67,25.4,40.8,6.4,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,46.5,39.3,54.1,6.61,Seaweed Extract
Cucumber,Seedling,Black Soil,22.7,12.4,18.7,7.17,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,52.3,23.8,65.8,6.65,Cow Manure Compost
Cucumber,Seedling,Black Soil,17.4,18,13.5,6.51,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Fruiting,Reddish Soil,40.3,36.3,69,6.15,Cow Manure Compost
Cucumber,Flowering,Reddish Soil,53.8,26.2,55,6.57,Vermicompost + Bone Meal
Cucumber,Vegetative,Black Soil,76.8,23,41.3,6.6,Seaweed Extract
Cucumber,Flowering,Sandy Loam,64.3,41.6,49.3,6.94,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,59.6,29.3,41.6,6.48,Vermicompost
Cucumber,Fruiting,Black Soil,50.2,30.6,68,7.41,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,53.4,39.8,62.7,7.17,Wood Ash (Organic Potash)
Cucumber,Flowering,Sandy Loam,59.5,38.4,56,6.46,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,65.6,20.9,36.1,6.82,Vermicompost
Cucumber,Fruiting,Reddish Soil,43.2,30.3,83.8,6.43,Wood Ash (Organic Potash)
Cucumber,Vegetative,Reddish Soil,73.7,20.2,31.6,6.02,Neem Cake
Cucumber,Vegetative,Reddish Soil,60,28.6,46.5,6.94,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,20.7,16.4,24.6,6.94,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,48.3,34.6,84,7.45,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,17.2,12.5,23.5,6.42,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Vegetative,Sandy Loam,69.8,18.9,39.9,6.5,Vermicompost
Cucumber,Vegetative,Sandy Loam,75.7,23.3,37.9,6.56,Neem Cake
Cucumber,Vegetative,Reddish Soil,78.4,25.9,31.2,6.73,Seaweed Extract
Cucumber,Fruiting,Reddish Soil,60,21.4,61.3,6.22,Wood Ash (Organic Potash)
Cucumber,Vegetative,Black Soil,65.1,33.2,48.7,7.31,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,69.4,27.3,31,7.25,Vermicompost
Cucumber,Seedling,Reddish Soil,18.5,16.7,14.2,6.43,Cow Manure Compost
Cucumber,Flowering,Black Soil,60.5,34.7,44.5,6.7,Bone Meal
Cucumber,Vegetative,Reddish Soil,76.2,35,34.9,6.84,Vermicompost
Cucumber,Flowering,Reddish Soil,52,29.7,52.3,6.51,Seaweed Extract
Cucumber,Fruiting,Sandy Loam,45.1,35.5,68,6.41,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,51.5,37.5,85.9,6.87,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,28.5,17,16.3,6.95,Vermicompost
Cucumber,Seedling,Reddish Soil,16.3,10.9,22.2,6.15,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Fruiting,Sandy Loam,43,20.4,78.9,6.78,Wood Ash (Organic Potash)
Cucumber,Flowering,Black Soil,50.9,32.1,58.1,7.4,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,53.2,34.4,67.7,6.09,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,20.1,11.4,12.5,6.6,Jeevamrut
Cucumber,Fruiting,Sandy Loam,42.8,23.1,79.2,7.07,Wood Ash (Organic Potash)
Cucumber,Seedling,Black Soil,28.8,11.9,23,6.5,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,60,28.1,39.9,7.15,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,17.5,9.1,23.8,7.2,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Fruiting,Reddish Soil,54.7,37.2,88.2,6.2,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,53.9,30.1,60.8,7.42,Vermicompost
Cucumber,Vegetative,Black Soil,57.5,25.1,37,7.36,Seaweed Extract
Cucumber,Fruiting,Sandy Loam,48.4,39.4,80.8,6.92,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,55.7,33.8,30.6,6.66,Vermicompost
Cucumber,Seedling,Black Soil,19,14.9,22.3,6.81,Cow Manure Compost
Cucumber,Flowering,Black Soil,49.4,32.4,47.3,7.46,Vermicompost
Cucumber,Flowering,Sandy Loam,45,36.2,51.8,7.17,Vermicompost
Cucumber,Vegetative,Reddish Soil,68.7,29,44.3,6.29,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,71.8,29.5,36.7,6.37,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,64.1,40.8,54.5,6.39,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,54.1,20.8,87.2,6.98,Vermicompost
Cucumber,Seedling,Black Soil,29.8,13.3,13.5,7.33,Cow Manure Compost
Cucumber,Vegetative,Reddish Soil,78.8,18.6,49.6,6,Vermicompost
Cucumber,Flowering,Sandy Loam,57.9,37.3,54.4,6.84,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,67.1,21.8,45.1,6.31,Vermicompost
Cucumber,Flowering,Black Soil,64.9,38.6,58.7,7.33,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,61.2,40.5,42.9,6.46,Bone Meal
Cucumber,Flowering,Reddish Soil,51,42,55.2,6.3,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,43.5,27.4,60.8,6.14,Cow Manure Compost
Cucumber,Flowering,Sandy Loam,64.5,40.9,48.3,6.35,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,55.3,34.5,52.9,6.76,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,61.1,27.8,55.5,7.13,Vermicompost + Bone Meal
Cucumber,Vegetative,Black Soil,51,26,48.5,6.9,Seaweed Extract + Urea (46% N) (small dose)
Cucumber,Fruiting,Sandy Loam,58,26.1,75,6.62,Wood Ash (Organic Potash)
Cucumber,Seedling,Black Soil,27.2,15.2,21.5,6.6,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,60.2,28.8,51.4,7.01,Seaweed Extract
Cucumber,Seedling,Black Soil,18.4,8,15.9,6.61,Vermicompost
Cucumber,Fruiting,Black Soil,57,30.5,66.9,6.62,Cow Manure Compost
Cucumber,Fruiting,Black Soil,57.8,23.3,64.5,7.08,Vermicompost
Cucumber,Seedling,Black Soil,18.7,10.2,18.8,7.06,Jeevamrut
Cucumber,Fruiting,Reddish Soil,41.1,36.8,79.4,6.4,Vermicompost
Cucumber,Seedling,Sandy Loam,16.7,8.8,16.4,6.51,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Flowering,Sandy Loam,58.6,40.3,48.6,7.06,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,55.6,28.8,40,6.3,Vermicompost
Cucumber,Vegetative,Sandy Loam,73.1,19.1,42.4,6.44,Vermicompost
Cucumber,Seedling,Sandy Loam,28.3,8.9,17.8,7.05,Vermicompost
Cucumber,Fruiting,Black Soil,58.5,34,67.7,7.06,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,56.4,29,78.1,6.9,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,56.6,29.5,41.7,6.75,Neem Cake
Cucumber,Flowering,Sandy Loam,46.8,30.7,59.4,6.76,Seaweed Extract
Cucumber,Vegetative,Black Soil,55.4,26.7,46.3,7.28,Neem Cake
Cucumber,Fruiting,Reddish Soil,56.5,29.6,80.2,6.43,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,49.9,29.5,69.3,7.07,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,23.1,12.4,20.2,7.03,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,54.1,29.1,55.1,6.45,Vermicompost
Cucumber,Fruiting,Black Soil,44.1,32.4,63.8,6.77,Cow Manure Compost
Cucumber,Flowering,Sandy Loam,47.6,35.2,45.6,6.36,Bone Meal
Cucumber,Seedling,Sandy Loam,19.5,8.6,12,6.3,Cow Manure Compost
Cucumber,Seedling,Reddish Soil,20.6,9.4,21.2,6.85,Jeevamrut
Cucumber,Seedling,Reddish Soil,18.9,10.5,24.6,6.01,Cow Manure Compost
Cucumber,Vegetative,Reddish Soil,50.3,18.4,30.2,6.11,Seaweed Extract + Urea (46% N) (small dose)
Cucumber,Flowering,Reddish Soil,46.5,30.8,52.5,6.57,Vermicompost
Cucumber,Fruiting,Sandy Loam,47,21.3,89.6,6.23,Wood Ash (Organic Potash)
