District,Month,Soil_Type,N,P,K,pH,Temperature_C,Humidity_%,Rainfall_mm,Sunlight_lux,Recommended_Crop
Sangli,July,Black,36,20,22,6.2,18,62,29,33438,Fenugreek
Sangli,August,Black,32,26,25,6.2,17,61,46,66698,Fenugreek
Solapur,January,Black,31,20,29,7.03,18,68,31,41173,Fenugreek
Sangli,May,Loamy,47,28,26,6.71,20,72,50,49391,Fenugreek
Sangli,September,Loamy,39,38,29,6.2,17,52,31,61289,Fenugreek
Sangli,July,Loamy,41,32,21,6.46,18,69,27,30141,Fenugreek
Solapur,August,Loamy,33,35,22,6.59,23,48,36,65983,Fenugreek
Sangli,August,Red,38,29,20,6.12,17,61,40,51962,Fenugreek
Sangli,May,Loamy,38,26,31,7.06,21,44,25,31546,Fenugreek
Solapur,October,Black,39,32,34,6.75,23,62,36,38366,Fenugreek
Solapur,February,Red,45,21,36,6.2,20,40,33,62916,Fenugreek
Sangli,November,Red,26,39,30,6.73,20,46,46,58755,Fenugreek
Sangli,March,Black,44,22,20,6.36,19,84,38,52933,Fenugreek
Sangli,April,Black,34,26,32,7.46,20,53,30,68543,Fenugreek
Solapur,April,Black,45,31,35,7.08,15,49,59,63310,Fenugreek
Sangli,November,Black,26,31,39,6.25,22,40,30,46173,Fenugreek
Solapur,September,Loamy,25,39,36,7.31,16,79,49,36078,Fenugreek
Solapur,June,Red,30,28,24,7.09,20,51,46,43573,Fenugreek
Sangli,November,Loamy,47,34,36,6.18,23,60,33,31794,Fenugreek
Sangli,January,Loamy,37,31,26,6.66,18,42,28,32192,Fenugreek
Sangli,January,Loamy,28,36,21,6.03,19,79,53,40136,Fenugreek
Sangli,December,Red,30,38,31,6.37,15,51,27,60743,Fenugreek
Sangli,April,Loamy,37,27,20,7.18,16,59,27,42988,Fenugreek
Solapur,November,Red,29,29,26,6.48,22,74,42,51520,Fenugreek
Solapur,October,Red,37,23,22,6.45,16,57,51,31347,Fenugreek
Solapur,June,Red,35,24,37,7.16,24,80,40,48121,Fenugreek
Sangli,April,Black,48,33,27,7.04,24,81,30,63126,Fenugreek
Sangli,February,Black,33,24,27,7.39,22,47,29,63843,Fenugreek
Solapur,September,Red,25,30,34,6.54,21,45,44,56857,Fenugreek
Sangli,March,Black,37,21,37,7.01,19,43,58,30207,Fenugreek
Solapur,September,Loamy,32,27,21,7.07,17,49,33,60392,Fenugreek
Sangli,April,Black,43,32,33,6.62,20,44,57,63334,Fenugreek
Solapur,January,Loamy,45,29,24,7.02,17,66,36,67549,Fenugreek
Solapur,December,Black,31,37,23,6.51,16,46,45,46696,Fenugreek
Solapur,September,Black,42,36,20,7.23,21,42,48,48326,Fenugreek
Solapur,July,Black,25,35,21,6.14,19,69,42,67892,Fenugreek
Solapur,August,Black,48,33,32,6.89,16,61,44,37054,Fenugreek
Solapur,February,Black,29,20,38,6.1,20,68,34,56582,Fenugreek
Sangli,September,Red,49,20,38,6.52,20,77,30,36616,Fenugreek
Solapur,January,Black,49,33,27,7.07,24,77,33,59713,Fenugreek
Solapur,April,Red,30,36,26,7.01,21,59,26,42564,Fenugreek
Sangli,October,Black,41,37,35,7.41,19,61,37,39127,Fenugreek
Solapur,December,Black,40,28,38,6.8,22,51,33,36719,Fenugreek
Sangli,June,Black,34,28,23,7.23,20,77,50,35009,Fenugreek
Sangli,December,Black,39,28,25,6.81,23,54,33,56226,Fenugreek
Sangli,December,Red,35,27,22,6.36,23,65,54,60949,Fenugreek
Solapur,April,Red,26,31,35,7.19,19,81,29,35690,Fenugreek
Solapur,April,Loamy,43,34,37,6.74,24,64,40,57664,Fenugreek
Sangli,July,Loamy,41,24,20,6.63,22,68,39,59827,Fenugreek
Sangli,January,Black,48,34,39,6.56,24,50,42,63947,Fenugreek
Sangli,August,Loamy,47,38,31,6.56,21,75,41,55892,Fenugreek
Solapur,March,Red,47,30,20,7.11,23,57,27,39529,Fenugreek
Solapur,December,Black,49,37,39,7.48,17,64,31,46238,Fenugreek
Sangli,December,Loamy,43,34,24,6.13,23,80,51,63914,Fenugreek
Solapur,October,Black,30,37,29,6.95,16,47,59,47910,Fenugreek
Solapur,September,Loamy,45,26,37,6.37,23,40,28,36745,Fenugreek
Solapur,February,Loamy,39,32,28,7.12,21,40,56,66639,Fenugreek
Sangli,September,Red,37,21,32,7.24,17,70,34,30229,Fenugreek
Solapur,June,Red,33,37,27,6.52,18,45,36,53465,Fenugreek
Solapur,August,Black,34,30,39,7.22,16,54,53,61385,Fenugreek
Solapur,March,Loamy,27,22,37,7.23,24,42,57,37692,Fenugreek
Solapur,September,Red,46,21,29,7.36,17,42,43,42793,Fenugreek
Solapur,July,Red,37,26,21,6.54,21,53,54,56534,Fenugreek
Solapur,April,Red,47,29,22,6.01,15,45,29,55678,Fenugreek
Solapur,November,Black,37,25,24,7.22,22,51,38,59702,Fenugreek
Sangli,October,Black,38,26,28,6.65,15,64,54,36300,Fenugreek
Solapur,February,Loamy,43,36,25,7.02,17,74,57,32036,Fenugreek
Solapur,March,Black,38,23,28,6.09,24,79,37,31601,Fenugreek
Sangli,September,Loamy,35,24,37,6.96,24,81,26,51858,Fenugreek
Sangli,July,Black,40,29,30,6.58,16,82,46,68809,Fenugreek
Solapur,August,Black,45,33,37,7.22,22,60,29,67714,Fenugreek
Solapur,February,Black,29,25,35,7.2,15,74,43,63351,Fenugreek
Solapur,January,Red,46,36,35,7.35,17,45,27,40333,Fenugreek
Solapur,November,Loamy,46,25,25,6.76,24,82,30,38595,Fenugreek
Solapur,June,Black,35,21,25,6.23,24,70,48,47496,Fenugreek
Solapur,September,Black,35,26,21,7.04,19,66,58,60541,Fenugreek
Solapur,May,Red,40,25,25,6.17,15,52,30,62961,Fenugreek
Sangli,July,Red,28,28,26,6.17,15,41,35,55956,Fenugreek
Sangli,December,Black,48,39,38,6.61,21,41,41,31610,Fenugreek
Solapur,July,Black,32,30,27,7.22,15,78,50,69449,Fenugreek
Sangli,December,Loamy,27,21,37,6.1,17,84,32,65587,Fenugreek
Solapur,December,Red,44,26,31,7.48,24,79,44,68041,Fenugreek
Sangli,May,Loamy,42,39,29,6.76,20,52,56,33922,Fenugreek
Solapur,February,Red,31,33,34,6.63,19,82,59,41187,Fenugreek
Sangli,November,Loamy,42,33,39,7.29,15,47,26,53376,Fenugreek
Solapur,June,Red,33,28,28,6.26,20,51,46,60564,Fenugreek
Sangli,July,Loamy,37,20,25,6.41,22,48,34,45516,Fenugreek
Sangli,February,Red,39,25,33,6.87,20,71,55,53063,Fenugreek
Solapur,January,Loamy,25,33,20,6.85,18,69,36,42015,Fenugreek
Sangli,June,Black,47,30,35,7.16,20,81,41,30118,Fenugreek
Solapur,October,Black,34,33,39,6.35,21,41,28,62563,Fenugreek
Sangli,February,Loamy,29,27,39,7.37,19,74,56,48155,Fenugreek
Solapur,July,Loamy,28,33,38,6.39,16,65,31,34718,Fenugreek
Solapur,January,Red,48,38,25,6.55,20,84,55,54495,Fenugreek
Sangli,December,Black,44,39,31,6.67,24,42,39,59925,Fenugreek
Sangli,March,Red,36,23,31,6.53,16,46,40,56071,Fenugreek
Sangli,December,Red,25,28,26,7.31,24,66,34,54401,Fenugreek
Solapur,September,Loamy,42,32,30,7.07,23,53,27,46855,Fenugreek
Sangli,May,Loamy,27,27,21,6.12,16,57,31,56928,Fenugreek
Sangli,October,Loamy,28,30,35,6.14,20,59,55,41635,Fenugreek
Sangli,May,Red,39,21,38,6.78,15,66,47,69989,Fenugreek
Solapur,April,Black,43,25,27,7.04,23,70,34,64569,Fenugreek
Sangli,October,Red,28,37,31,6.79,17,82,47,60091,Fenugreek
Sangli,January,Black,28,25,26,6.1,16,48,34,40863,Fenugreek
Sangli,August,Red,46,30,36,7.34,21,42,59,49079,Fenugreek
Sangli,January,Black,48,38,32,6.61,20,65,35,40401,Fenugreek
Solapur,February,Black,43,31,28,6.23,24,44,33,62374,Fenugreek
Sangli,October,Black,34,33,23,7.27,20,76,46,56831,Fenugreek
Solapur,November,Black,39,38,22,7.09,19,59,29,33683,Fenugreek
Solapur,April,Black,44,31,39,6.08,18,78,57,61041,Fenugreek
Sangli,November,Black,27,27,27,6.38,19,44,50,35460,Fenugreek
Solapur,January,Black,43,38,21,6.2,22,67,51,57943,Fenugreek
Solapur,November,Loamy,42,34,29,7.3,15,53,44,67308,Fenugreek
Solapur,October,Black,48,39,23,7.42,15,78,34,66232,Fenugreek
Sangli,December,Black,42,31,27,6.02,19,46,39,54869,Fenugreek
Sangli,June,Loamy,44,20,36,6.92,22,41,49,40770,Fenugreek
Sangli,September,Loamy,28,22,21,6.52,15,66,50,47280,Fenugreek
Sangli,April,Black,34,20,35,6.02,17,52,45,65903,Fenugreek
Sangli,November,Black,25,39,23,6.16,24,54,53,65385,Fenugreek
Solapur,March,Black,30,38,23,6.96,16,56,30,62523,Fenugreek
Solapur,January,Black,38,21,23,6.95,20,65,57,56287,Fenugreek
Solapur,June,Red,46,38,29,6.17,24,81,27,57251,Fenugreek
Solapur,April,Red,41,37,29,7.49,20,51,51,31403,Fenugreek
Solapur,August,Loamy,29,23,25,6.89,19,68,46,63741,Fenugreek
Sangli,October,Loamy,27,27,24,6.47,24,67,51,36740,Fenugreek
Solapur,December,Black,39,20,24,7.18,17,67,34,66118,Fenugreek
Sangli,February,Black,42,25,29,6.57,23,52,49,62961,Fenugreek
Sangli,October,Red,28,21,36,7.44,19,51,57,62235,Fenugreek
Sangli,February,Red,26,26,28,6.96,23,47,57,38324,Fenugreek
Sangli,October,Black,35,39,32,6.44,22,55,42,51938,Fenugreek
Solapur,October,Loamy,34,23,25,7.02,21,68,36,53249,Fenugreek
Sangli,March,Black,29,26,30,7.48,21,60,35,63257,Fenugreek
Sangli,July,Red,25,20,31,7.32,16,80,58,59867,Fenugreek
Solapur,October,Red,39,23,38,6.46,23,80,37,32345,Fenugreek
Sangli,September,Loamy,27,39,35,6.96,20,48,48,31468,Fenugreek
Solapur,September,Loamy,38,39,39,6.31,15,65,28,66738,Fenugreek
Solapur,September,Red,31,26,23,6.03,18,77,36,42253,Fenugreek
Sangli,April,Red,39,25,37,6.09,19,43,35,67538,Fenugreek
Solapur,February,Black,48,29,30,7.17,15,75,26,40007,Fenugreek
Sangli,December,Loamy,44,32,32,6.31,18,70,31,31526,Fenugreek
Sangli,June,Red,30,25,23,7.47,17,58,33,62173,Fenugreek
Solapur,August,Loamy,37,35,27,6.47,24,80,27,36278,Fenugreek
Sangli,February,Red,48,21,20,6.41,19,49,51,66163,Fenugreek
Sangli,July,Black,28,35,27,7.13,23,52,46,45383,Fenugreek
Solapur,May,Red,42,38,29,7.28,20,50,54,55548,Fenugreek
Solapur,January,Loamy,37,29,32,7.01,24,68,40,68338,Fenugreek
Sangli,December,Black,30,29,23,6.24,24,70,36,44203,Fenugreek
Sangli,September,Red,43,38,20,6.13,22,55,26,40252,Fenugreek
Sangli,January,Black,31,35,33,6.32,22,63,25,64843,Fenugreek
Solapur,August,Loamy,37,25,32,6.91,15,49,37,58911,Fenugreek
Solapur,April,Red,44,27,23,6.7,22,76,54,33459,Fenugreek
Sangli,January,Black,48,24,39,7.18,19,81,40,68087,Fenugreek
Sangli,September,Loamy,28,36,39,6.42,20,84,59,42589,Fenugreek
Solapur,July,Loamy,30,32,33,6.56,15,54,38,39435,Fenugreek
Sangli,February,Black,25,31,29,6.17,24,40,39,44197,Fenugreek
Solapur,April,Loamy,26,22,23,6.47,23,75,27,38715,Fenugreek
Solapur,October,Loamy,46,26,31,6.1,21,55,48,40619,Fenugreek
Solapur,September,Black,26,24,22,6.22,24,49,58,46365,Fenugreek
Solapur,April,Black,36,39,33,7.0,24,66,28,56140,Fenugreek
Solapur,January,Red,28,28,20,7.22,17,71,48,42805,Fenugreek
Solapur,January,Loamy,45,31,27,7.2,17,67,28,44214,Fenugreek
Solapur,November,Red,38,32,28,7.5,17,61,55,66900,Fenugreek
Sangli,November,Red,46,36,35,6.49,18,63,55,38691,Fenugreek
Solapur,August,Black,45,24,21,7.18,18,74,58,40178,Fenugreek
Sangli,April,Black,30,34,24,7.44,22,77,59,36110,Fenugreek
Solapur,October,Red,39,30,35,6.55,20,50,34,66751,Fenugreek
Sangli,July,Loamy,48,37,34,7.21,17,47,37,67429,Fenugreek
Sangli,January,Loamy,41,29,20,7.42,19,40,45,54531,Fenugreek
Solapur,September,Red,41,23,26,6.28,22,55,38,66207,Fenugreek
Solapur,February,Loamy,35,32,23,6.12,19,48,27,67263,Fenugreek
Sangli,October,Loamy,38,32,39,7.24,16,49,49,38846,Fenugreek
Solapur,January,Black,40,37,36,7.22,15,70,26,54885,Fenugreek
Sangli,December,Loamy,26,27,31,6.26,22,83,58,31782,Fenugreek
Solapur,December,Black,33,27,39,7.19,21,54,33,63238,Fenugreek
Sangli,December,Loamy,43,21,38,6.31,18,73,51,44428,Fenugreek
Solapur,July,Red,28,30,26,7.25,21,82,44,54618,Fenugreek
Solapur,September,Loamy,49,23,21,6.28,23,58,39,55780,Fenugreek
Solapur,February,Red,36,20,21,7.21,21,54,41,44216,Fenugreek
Solapur,February,Loamy,39,39,30,6.02,18,69,35,44287,Fenugreek
Solapur,October,Red,26,21,28,6.29,21,60,47,36041,Fenugreek
Sangli,February,Red,35,36,26,6.18,24,63,59,51964,Fenugreek
Solapur,January,Black,43,28,35,7.45,23,80,30,45188,Fenugreek
Sangli,February,Loamy,48,34,26,6.42,17,58,41,50354,Fenugreek
Solapur,July,Loamy,34,36,34,7.26,17,75,51,56215,Fenugreek
Solapur,January,Red,35,25,35,6.93,17,67,41,53889,Fenugreek
Solapur,December,Black,44,26,36,7.04,22,65,37,53639,Fenugreek
Solapur,December,Red,49,28,23,6.89,15,68,30,57328,Fenugreek
Solapur,November,Red,41,22,36,7.34,20,78,57,59625,Fenugreek
Solapur,June,Loamy,28,25,32,7.35,21,52,44,36753,Fenugreek
Sangli,October,Black,35,37,32,6.35,18,78,44,31882,Fenugreek
Sangli,July,Red,35,20,32,7.15,21,83,27,46690,Fenugreek
Sangli,August,Red,38,21,25,6.78,23,54,36,59864,Fenugreek
Sangli,June,Loamy,39,32,29,7.42,17,51,49,30576,Fenugreek
Sangli,August,Black,40,29,28,6.98,24,78,34,67675,Fenugreek
Solapur,September,Red,29,23,39,6.79,22,55,25,30240,Fenugreek
Solapur,August,Loamy,42,25,21,7.48,21,80,58,56071,Fenugreek
Sangli,October,Loamy,48,34,31,6.67,24,52,34,47192,Fenugreek
Solapur,July,Loamy,49,31,35,7.37,22,46,28,62891,Fenugreek
Sangli,March,Loamy,37,28,37,6.04,18,62,31,39701,Fenugreek
Solapur,February,Loamy,45,28,32,6.77,15,57,49,67722,Fenugreek
Solapur,December,Loamy,41,31,26,6.69,21,68,52,55929,Fenugreek
Sangli,November,Red,49,21,37,6.39,22,45,52,50744,Fenugreek
Sangli,May,Black,32,22,31,7.44,21,82,58,42461,Fenugreek
Solapur,January,Loamy,39,37,37,6.84,18,75,49,53695,Fenugreek
Sangli,June,Loamy,25,26,30,6.86,19,84,32,44578,Fenugreek
Solapur,March,Red,42,37,23,6.88,19,56,56,36140,Fenugreek
Sangli,March,Black,40,26,34,6.84,20,77,59,37937,Fenugreek
Solapur,August,Loamy,45,35,38,7.23,20,61,57,63521,Fenugreek
Sangli,August,Black,36,37,24,6.7,20,68,37,44836,Fenugreek
Sangli,June,Black,36,35,33,7.5,23,49,50,44068,Fenugreek
Sangli,November,Black,32,30,25,6.91,21,63,29,57384,Fenugreek
Solapur,July,Red,36,22,36,6.28,20,82,41,32389,Fenugreek
Solapur,December,Loamy,40,22,33,7.46,21,65,55,69959,Fenugreek
Solapur,May,Black,49,29,37,6.64,18,51,43,35913,Fenugreek
Sangli,June,Black,48,29,24,7.11,23,64,36,30739,Fenugreek
Sangli,July,Red,48,24,30,7.03,22,42,26,42572,Fenugreek
Solapur,February,Red,25,35,34,6.16,16,50,55,42748,Fenugreek
Sangli,October,Red,46,37,29,6.86,20,70,43,66972,Fenugreek
Sangli,September,Loamy,49,27,24,6.83,15,55,50,59913,Fenugreek
Solapur,July,Loamy,28,23,34,7.29,20,42,54,43944,Fenugreek
Sangli,June,Loamy,26,21,20,7.01,24,45,59,39971,Fenugreek
Solapur,April,Black,43,24,31,6.61,21,53,46,69662,Fenugreek
Solapur,November,Loamy,33,25,36,7.32,21,45,30,56047,Fenugreek
Sangli,April,Loamy,27,37,35,7.3,23,51,33,57846,Fenugreek
Sangli,April,Red,35,26,38,7.26,20,47,25,51398,Fenugreek
Sangli,May,Red,26,23,21,7.26,24,60,54,48175,Fenugreek
Sangli,August,Red,30,33,24,6.9,16,84,58,34541,Fenugreek
Solapur,September,Loamy,39,22,31,7.25,15,77,51,43104,Fenugreek
Sangli,May,Loamy,32,39,34,6.71,17,72,42,42112,Fenugreek
Sangli,October,Loamy,31,33,29,6.03,18,56,50,56573,Fenugreek
Solapur,October,Loamy,49,30,31,6.71,23,66,42,35129,Fenugreek
Solapur,February,Red,25,23,26,6.7,15,68,49,52567,Fenugreek
Sangli,January,Loamy,32,24,20,6.91,21,83,51,58634,Fenugreek
Sangli,February,Red,30,26,26,6.22,22,69,54,59398,Fenugreek
Solapur,August,Loamy,41,32,35,6.44,20,64,27,33592,Fenugreek
Sangli,July,Loamy,34,22,38,6.71,16,55,34,57865,Fenugreek
Sangli,January,Red,48,31,29,7.01,17,48,30,54683,Fenugreek
Solapur,August,Red,42,32,28,7.28,17,75,27,48376,Fenugreek
Sangli,September,Black,34,25,35,6.04,18,46,28,66088,Fenugreek
Sangli,October,Black,38,36,33,6.26,16,80,27,30387,Fenugreek
Sangli,April,Red,29,21,28,7.12,15,75,26,46178,Fenugreek
Solapur,March,Loamy,33,22,25,7.45,21,80,49,54536,Fenugreek
Sangli,January,Red,46,39,32,6.04,21,80,57,36856,Fenugreek
Solapur,April,Loamy,35,39,23,6.72,18,64,50,59653,Fenugreek
Solapur,January,Loamy,27,39,20,6.82,21,69,46,64830,Fenugreek
Solapur,April,Loamy,40,39,20,7.22,17,45,56,67504,Fenugreek
Sangli,November,Red,37,31,37,7.29,18,68,35,49505,Fenugreek
Solapur,August,Loamy,36,36,22,7.32,19,72,25,45813,Fenugreek
Solapur,August,Red,37,31,27,6.93,22,78,31,38333,Fenugreek
Solapur,October,Red,47,38,39,6.54,23,71,30,55935,Fenugreek
Solapur,May,Red,39,39,30,6.34,20,50,59,56981,Fenugreek
Sangli,December,Loamy,45,23,31,7.26,24,68,52,50319,Fenugreek
Sangli,November,Red,34,25,35,7.12,19,75,54,66484,Fenugreek
Sangli,November,Red,31,31,32,6.09,22,67,40,36644,Fenugreek
Solapur,May,Black,49,32,37,6.39,23,50,32,46651,Fenugreek
Solapur,April,Red,33,28,33,7.35,22,67,49,52847,Fenugreek
Solapur,June,Loamy,29,20,37,7.11,22,47,41,45094,Fenugreek
Solapur,November,Red,35,22,27,7.18,22,60,59,59097,Fenugreek
Solapur,February,Loamy,27,39,33,7.36,22,40,40,52245,Fenugreek
Sangli,March,Black,36,25,21,6.39,21,82,56,54042,Fenugreek
Solapur,April,Loamy,32,37,24,6.35,19,56,56,54195,Fenugreek
Solapur,October,Red,32,39,36,7.46,21,42,59,53857,Fenugreek
Solapur,July,Red,47,21,26,6.57,22,65,32,65210,Fenugreek
Sangli,April,Red,47,32,36,6.02,24,78,25,55094,Fenugreek
Sangli,May,Red,35,38,30,6.35,21,48,38,30969,Fenugreek
Sangli,August,Red,25,21,39,6.18,18,73,28,32489,Fenugreek
Sangli,April,Red,29,30,32,6.69,18,50,35,65354,Fenugreek
Sangli,June,Loamy,46,27,21,6.37,22,59,47,38142,Fenugreek
Sangli,July,Loamy,41,33,33,7.29,15,74,39,57620,Fenugreek
Sangli,April,Loamy,46,34,30,6.73,24,78,34,69021,Fenugreek
Sangli,May,Red,25,38,27,6.23,15,67,49,39123,Fenugreek
Solapur,December,Loamy,25,28,23,7.43,23,69,59,53854,Fenugreek
Solapur,May,Black,35,38,24,6.87,22,56,48,30648,Fenugreek
Sangli,June,Loamy,70,42,40,6.35,24,72,88,51829,Mint
Solapur,December,Black,60,31,48,6.32,18,54,81,32472,Mint
Solapur,May,Red,76,44,32,6.51,24,46,78,38801,Mint
Sangli,November,Black,53,36,45,6.38,19,48,59,61100,Mint
Sangli,July,Red,77,45,30,6.96,24,57,58,48134,Mint
Solapur,June,Loamy,77,42,32,6.99,26,70,78,31613,Mint
Solapur,April,Loamy,69,30,49,6.81,22,43,50,69013,Mint
Sangli,November,Black,67,34,49,6.3,26,59,45,39571,Mint
Solapur,February,Red,73,49,48,6.99,25,72,68,31049,Mint
Sangli,September,Red,52,48,39,6.76,20,82,60,54889,Mint
Sangli,February,Red,67,33,32,6.33,21,57,82,53880,Mint
Sangli,August,Black,57,34,42,6.84,22,84,87,49517,Mint
Sangli,May,Loamy,68,33,40,6.9,26,55,78,38463,Mint
Solapur,May,Loamy,64,36,47,6.27,24,41,79,32461,Mint
Sangli,October,Loamy,70,37,45,6.06,18,77,89,39515,Mint
Solapur,July,Red,79,33,46,6.9,23,81,68,54270,Mint
Solapur,June,Loamy,65,43,35,6.94,23,72,65,50917,Mint
Sangli,July,Red,57,40,38,6.06,23,76,58,52084,Mint
Sangli,November,Black,79,38,37,6.25,23,77,54,36885,Mint
Sangli,June,Black,79,40,44,6.51,27,68,54,51305,Mint
Sangli,August,Loamy,66,40,40,6.5,23,69,41,53013,Mint
Sangli,October,Black,54,38,34,6.48,20,54,86,50936,Mint
Sangli,May,Red,66,44,49,6.84,25,64,48,51740,Mint
Sangli,May,Red,79,36,34,6.85,26,81,40,37661,Mint
Solapur,October,Red,60,49,31,6.05,24,63,67,32250,Mint
Sangli,March,Black,75,45,45,6.65,21,50,47,34819,Mint
Sangli,January,Red,77,37,43,6.62,23,72,82,34037,Mint
Sangli,July,Red,67,41,37,6.41,22,67,44,68866,Mint
Solapur,September,Loamy,72,42,42,6.26,22,41,79,38380,Mint
Solapur,June,Black,56,43,35,6.56,21,78,55,39094,Mint
Solapur,February,Loamy,57,39,31,6.62,22,40,77,45931,Mint
Sangli,November,Red,64,47,46,6.72,19,57,44,45151,Mint
Solapur,June,Loamy,61,43,30,6.46,21,52,79,33722,Mint
Sangli,November,Loamy,78,39,37,6.51,25,64,59,41382,Mint
Solapur,December,Red,69,46,32,6.9,20,79,70,59140,Mint
Sangli,March,Red,54,48,42,6.86,24,65,82,51814,Mint
Sangli,August,Black,67,31,41,6.72,24,46,40,69303,Mint
Solapur,October,Black,72,30,44,6.67,21,81,79,45327,Mint
Sangli,May,Black,56,35,38,6.26,25,53,59,41426,Mint
Solapur,May,Black,70,38,40,6.68,24,83,66,39923,Mint
Sangli,September,Loamy,77,46,36,6.09,21,68,79,56887,Mint
Solapur,January,Loamy,67,48,40,6.42,23,64,73,60083,Mint
Solapur,May,Loamy,63,30,43,6.23,23,75,68,30165,Mint
Solapur,January,Loamy,71,46,33,6.84,24,68,66,54132,Mint
Solapur,August,Loamy,68,30,37,6.01,21,71,88,69508,Mint
Solapur,November,Red,75,31,30,6.49,24,47,61,33560,Mint
Sangli,April,Black,51,46,35,6.24,21,77,79,37181,Mint
Sangli,April,Red,64,37,40,6.26,20,54,84,67470,Mint
Solapur,July,Loamy,64,35,49,6.44,25,53,43,52246,Mint
Solapur,March,Black,66,30,30,6.52,24,50,85,55633,Mint
Solapur,October,Black,64,30,31,6.6,18,63,89,38551,Mint
Solapur,May,Black,63,37,37,6.45,22,49,78,55992,Mint
Sangli,June,Red,50,40,37,6.83,21,45,86,44256,Mint
Sangli,May,Loamy,56,48,39,6.32,20,69,82,43989,Mint
Sangli,March,Red,74,40,37,6.22,24,47,62,31708,Mint
Solapur,October,Black,79,34,46,6.97,23,71,53,48069,Mint
Sangli,June,Black,54,47,43,6.39,26,48,86,41450,Mint
Sangli,September,Loamy,56,36,46,6.86,23,79,66,32560,Mint
Sangli,October,Loamy,50,34,48,6.16,22,70,83,66806,Mint
Solapur,March,Loamy,70,42,41,6.26,23,72,45,54524,Mint
Sangli,April,Black,62,38,46,6.41,21,57,64,53674,Mint
Solapur,July,Black,58,35,47,6.37,24,49,70,66422,Mint
Sangli,August,Red,58,38,36,6.63,18,74,87,54463,Mint
Sangli,November,Loamy,65,44,30,6.07,20,46,68,31725,Mint
Sangli,February,Black,63,45,35,6.15,27,49,43,37152,Mint
Sangli,September,Red,62,40,39,6.34,20,43,74,49945,Mint
Sangli,May,Black,76,30,40,6.46,18,52,71,46239,Mint
Sangli,July,Red,69,48,35,6.56,22,71,45,41743,Mint
Sangli,April,Loamy,71,32,45,6.98,20,54,80,37603,Mint
Sangli,June,Red,58,39,47,6.56,22,77,64,42206,Mint
Sangli,February,Black,79,33,30,6.6,27,54,73,67522,Mint
Sangli,October,Red,70,49,38,6.92,22,63,46,41715,Mint
Solapur,August,Black,75,32,34,6.48,19,63,81,38757,Mint
Sangli,April,Loamy,79,43,32,6.6,22,50,58,46785,Mint
Sangli,January,Loamy,64,37,41,6.53,27,44,43,41223,Mint
Solapur,August,Loamy,61,42,30,6.18,22,77,44,30660,Mint
Solapur,October,Red,68,47,31,6.9,25,44,71,55800,Mint
Solapur,May,Black,75,38,38,6.83,27,40,73,69903,Mint
Solapur,December,Red,69,48,45,6.84,19,44,89,39933,Mint
Sangli,January,Red,70,39,48,6.95,21,71,86,38389,Mint
Sangli,June,Loamy,58,40,34,6.41,19,79,52,48098,Mint
Solapur,April,Red,73,48,49,6.62,26,83,43,48114,Mint
Solapur,September,Black,54,33,36,6.4,18,64,54,56030,Mint
Sangli,April,Red,71,42,41,6.35,18,77,66,60596,Mint
Solapur,December,Red,62,43,43,6.44,27,71,40,63820,Mint
Solapur,July,Loamy,66,33,36,6.63,21,53,89,44641,Mint
Sangli,August,Black,55,38,31,6.1,21,69,43,48778,Mint
Sangli,July,Black,60,38,48,6.02,24,44,88,39322,Mint
Solapur,October,Loamy,72,31,36,6.05,25,77,59,32043,Mint
Solapur,December,Red,76,41,36,6.87,18,68,49,62130,Mint
Solapur,November,Red,76,32,44,6.1,23,45,79,60735,Mint
Solapur,July,Loamy,65,35,46,6.93,22,67,89,49232,Mint
Sangli,August,Red,71,39,31,6.43,21,50,49,35101,Mint
Solapur,March,Red,65,48,48,6.02,26,61,54,58167,Mint
Sangli,April,Loamy,70,45,45,6.01,18,62,44,30740,Mint
Sangli,July,Black,75,33,46,6.37,26,75,65,45038,Mint
Sangli,June,Loamy,52,38,30,6.28,23,76,89,36612,Mint
Sangli,July,Red,56,38,49,6.45,27,83,41,49426,Mint
Solapur,January,Red,71,30,34,6.8,23,80,53,45459,Mint
Solapur,June,Loamy,70,35,30,6.78,19,73,63,46897,Mint
Sangli,May,Black,74,36,45,6.64,26,55,41,55378,Mint
Sangli,June,Loamy,76,46,49,6.22,21,58,45,56601,Mint
Sangli,January,Loamy,55,42,43,6.22,18,84,69,41849,Mint
Sangli,October,Red,61,35,44,6.01,26,66,81,45095,Mint
Sangli,June,Black,53,42,43,6.77,21,84,62,47330,Mint
Solapur,October,Black,59,49,42,6.21,18,41,88,66447,Mint
Solapur,January,Red,62,46,48,6.09,21,49,73,54525,Mint
Solapur,May,Red,67,32,45,6.71,19,69,76,55895,Mint
Sangli,September,Loamy,75,38,40,6.63,27,53,62,47928,Mint
Sangli,February,Black,68,36,48,6.23,19,72,83,43580,Mint
Solapur,September,Red,70,30,41,6.03,18,43,46,37539,Mint
Sangli,May,Loamy,69,34,36,6.54,20,54,82,30201,Mint
Solapur,October,Black,73,32,30,6.68,20,60,80,36346,Mint
Sangli,January,Black,58,32,39,6.12,22,51,53,61551,Mint
Sangli,March,Black,77,36,45,7.0,24,53,71,62519,Mint
Solapur,May,Red,76,32,31,6.55,22,79,61,56783,Mint
